G656	G891	1
G656	G893	1
G656	G877	1
G656	G878	1
G656	G829	1
G656	G870	1
G656	G810	1
G656	G828	1
G656	G817	1
G656	G858	1
G656	G799	1
G656	G796	1
G656	G811	1
G656	G818	1
G656	G823	1
G656	G867	1
G656	G824	1
G656	G869	1
G656	G820	1
G656	G868	1
G656	G874	1
G656	G881	1
G656	G896	1
G656	G827	1
G656	G904	1
G656	G872	1
G656	G821	1
G656	G822	1
G656	G826	1
G656	G879	1
G656	G892	1
G656	G855	1
G656	G880	1
G656	G819	1
G656	G816	1
G656	G903	1
G656	G889	1
G656	G793	1
G656	G794	1
G656	G894	1
G656	G857	1
G656	G856	1
G656	G797	1
G656	G825	1
G656	G890	1
G656	G897	1
G656	G873	1
G656	G895	1
G656	G902	1
G656	G859	1
G656	G830	1
G656	G876	1
G656	G875	1
G656	G888	1
G656	G831	1
G656	G853	1
G656	G852	1
G656	G602	1
G656	G846	1
G656	G885	1
G656	G854	1
G656	G863	1
G656	G795	1
G656	G900	1
G656	G582	1
G656	G839	1
G656	G832	1
G656	G836	1
G656	G843	1
G656	G905	1
G656	G844	1
G656	G837	1
G656	G838	1
G656	G845	1
G656	G862	1
G656	G901	1
G656	G840	1
G656	G864	1
G656	G841	1
G656	G835	1
G656	G906	1
G656	G707	1
G656	G866	1
G656	G834	1
G656	G886	1
G656	G887	1
G656	G842	1
G656	G899	1
G656	G898	1
G656	G861	1
G656	G865	1
G656	G907	1
G656	G860	1
G656	G833	1
G656	G871	1
G656	G520	1
G656	G625	1
G656	G319	1
G656	G798	1
G656	G635	1
G656	G808	1
G656	G287	1
G656	G286	1
G656	G285	1
G656	G447	1
G656	G106	1
G656	G119	1
G656	G461	1
G656	G641	1
G656	G638	1
G656	G551	1
G656	G639	1
G656	G158	1
G656	G552	1
G656	G595	1
G656	G399	1
G656	G484	1
G656	G679	1
G656	G509	1
G656	G510	1
G656	G508	1
G656	G571	1
G656	G244	1
G656	G809	1
G656	G681	1
G656	G226	1
G656	G440	1
G656	G75	1
G656	G400	1
G656	G398	1
G656	G534	1
G656	G227	1
G656	G232	1
G656	G231	1
G656	G228	1
G656	G229	1
G656	G230	1
G656	G680	1
G656	G815	1
G656	G884	1
G656	G236	1
G656	G257	1
G656	G570	1
G656	G118	1
G656	G437	1
G656	G74	1
G656	G594	1
G656	G593	1
G656	G561	1
G656	G107	1
G656	G882	1
G1129	G846	1
G1129	G885	1
G1129	G863	1
G1129	G900	1
G1129	G839	1
G1129	G832	1
G1129	G836	1
G1129	G843	1
G1129	G905	1
G1129	G844	1
G1129	G837	1
G1129	G838	1
G1129	G845	1
G1129	G862	1
G1129	G901	1
G1129	G840	1
G1129	G864	1
G1129	G841	1
G1129	G835	1
G1129	G906	1
G1129	G866	1
G1129	G834	1
G1129	G886	1
G1129	G887	1
G1129	G842	1
G1129	G899	1
G1129	G898	1
G1129	G861	1
G1129	G865	1
G1129	G907	1
G1129	G860	1
G1129	G833	1
G1129	G871	1
G1129	G1174	1
G1129	G1173	1
G1129	G1169	1
G1129	G1172	1
G1129	G1165	1
G1129	G1167	1
G1129	G584	1
G1129	G1171	1
G1129	G1168	1
G1129	G392	1
G1129	G1170	1
G1129	G1162	1
G1129	G635	1
G1129	G667	1
G1129	G633	1
G1129	G632	1
G1129	G683	1
G1129	G1178	1
G1129	G808	1
G1129	G1161	1
G1129	G1123	1
G1129	G1124	1
G1129	G1125	1
G1129	G235	1
G1129	G223	1
G1129	G234	1
G1129	G4	1
G1129	G1298	1
G1129	G1300	1
G1129	G1299	1
G1129	G1308	1
G1129	G1307	1
G1129	G1302	1
G1129	G1305	1
G1129	G1301	1
G1129	G1303	1
G1129	G1304	1
G1129	G1306	1
G1129	G636	1
G1129	G637	1
G1129	G684	1
G1129	G220	1
G1129	G485	1
G1129	G8	1
G1129	G514	1
G1129	G95	1
G1129	G92	1
G1129	G94	1
G1129	G96	1
G1129	G1198	1
G1129	G93	1
G1129	G1197	1
G1129	G1209	1
G1129	G1196	1
G1129	G1195	1
G1129	G1204	1
G1129	G1030	1
G1129	G978	1
G1129	G1063	1
G1129	G979	1
G707	G844	1
G707	G837	1
G707	G838	1
G707	G845	1
G707	G862	1
G707	G901	1
G707	G840	1
G707	G864	1
G707	G841	1
G707	G835	1
G707	G906	1
G707	G866	1
G707	G834	1
G707	G886	1
G707	G887	1
G707	G842	1
G707	G899	1
G707	G898	1
G707	G861	1
G707	G865	1
G707	G907	1
G707	G860	1
G707	G833	1
G707	G871	1
G707	G1174	1
G707	G1173	1
G707	G520	1
G707	G625	1
G707	G1169	1
G707	G1172	1
G707	G1165	1
G707	G1167	1
G707	G584	1
G707	G319	1
G707	G1171	1
G707	G1168	1
G707	G392	1
G707	G1170	1
G707	G1162	1
G707	G798	1
G707	G667	1
G707	G633	1
G707	G632	1
G707	G1178	1
G707	G1161	1
G707	G287	1
G707	G286	1
G707	G284	1
G707	G285	1
G707	G1175	1
G707	G1189	1
G707	G447	1
G707	G1123	1
G707	G1124	1
G707	G1182	1
G707	G1177	1
G707	G1125	1
G707	G1039	1
G707	G106	1
G707	G119	1
G707	G1126	1
G707	G156	1
G707	G155	1
G707	G1127	1
G707	G4	1
G707	G1176	1
G707	G1164	1
G707	G1185	1
G707	G1179	1
G707	G1184	1
G707	G1160	1
G707	G1181	1
G707	G1163	1
G707	G1159	1
G707	G1187	1
G707	G1158	1
G707	G1188	1
G707	G1180	1
G707	G1183	1
G707	G1157	1
G707	G1156	1
G707	G391	1
G707	G739	1
G707	G339	1
G707	G729	1
G707	G1026	1
G707	G1027	1
G707	G732	1
G707	G728	1
G707	G730	1
G707	G1096	1
G707	G478	1
G707	G505	1
G707	G233	1
G707	G1029	1
G707	G1166	1
G707	G315	1
G707	G318	1
G707	G316	1
G707	G314	1
G707	G1025	1
G707	G504	1
G707	G506	1
G707	G242	1
G707	G243	1
G707	G250	1
G707	G1028	1
G707	G1186	1
G707	G1023	1
G707	G68	1
G705	G584	1
G705	G392	1
G705	G667	1
G705	G633	1
G705	G632	1
G1356	G667	1
G1356	G633	1
G1356	G632	1
G1356	G683	1
G1356	G235	1
G1356	G223	1
G1356	G234	1
G1356	G1358	1
G1356	G675	1
G1356	G268	1
G1356	G266	1
G1356	G269	1
G1356	G1357	1
G1356	G563	1
G1161	G287	1
G1161	G286	1
G1161	G285	1
G284	G287	1
G284	G286	1
G284	G285	1
G1175	G287	1
G1175	G286	1
G1175	G284	1
G1175	G285	1
G1175	G1189	1
G1175	G297	1
G1175	G1241	1
G1175	G1244	1
G1175	G1240	1
G1175	G1243	1
G1175	G1242	1
G1182	G1178	1
G1182	G1177	1
G1182	G1374	1
G1182	G1373	1
G1182	G1372	1
G1182	G1375	1
G1039	G1123	1
G1039	G1124	1
G1039	G1125	1
G1039	G106	1
G1039	G119	1
G1039	G644	1
G1039	G461	1
G1039	G641	1
G1039	G569	1
G1039	G568	1
G1039	G1131	1
G1039	G1130	1
G1039	G1132	1
G106	G707	1
G106	G1123	1
G106	G1124	1
G106	G1125	1
G106	G1039	1
G106	G119	1
G106	G644	1
G106	G461	1
G106	G641	1
G106	G1126	1
G106	G156	1
G106	G155	1
G106	G569	1
G106	G568	1
G106	G1131	1
G106	G1130	1
G106	G1132	1
G106	G1137	1
G106	G1138	1
G106	G1134	1
G106	G1133	1
G106	G1135	1
G106	G1136	1
G106	G88	1
G1533	G1123	1
G1533	G1124	1
G1533	G1125	1
G1533	G106	1
G1533	G119	1
G1533	G1368	1
G1533	G627	1
G1533	G600	1
G1533	G601	1
G1533	G1366	1
G1533	G1367	1
