G329	G346	1
G329	G359	1
G329	G375	1
G329	G360	1
G329	G374	1
G329	G335	1
G329	G330	1
G329	G371	1
G329	G376	1
G329	G349	1
G329	G351	1
G329	G354	1
G329	G350	1
G329	G372	1
G329	G357	1
G329	G358	1
G329	G352	1
G329	G361	1
G329	G356	1
G329	G333	1
G329	G341	1
G329	G342	1
G329	G331	1
G329	G362	1
G329	G364	1
G329	G334	1
G329	G373	1
G329	G276	1
G329	G275	1
G329	G279	1
G329	G280	1
G329	G278	1
G329	G281	1
G329	G277	1
G329	G282	1
G329	G370	1
G329	G368	1
G329	G355	1
G329	G369	1
G329	G365	1
G329	G366	1
G329	G367	1
G329	G344	1
G329	G343	1
G329	G338	1
G329	G336	1
G329	G340	1
G329	G353	1
G329	G337	1
G329	G348	1
G329	G332	1
G329	G363	1
G329	G339	1
G329	G345	1
G329	G347	1
G275	G276	1
G275	G279	1
G275	G280	1
G275	G278	1
G275	G281	1
G275	G277	1
G275	G282	1
G275	G283	1
G368	G370	1
G368	G355	1
G368	G369	1
G368	G365	1
G368	G366	1
G368	G367	1
G368	G703	1
G368	G702	1
G368	G704	1
G1467	G368	1
G1467	G365	1
G1467	G366	1
G1467	G367	1
G1467	G344	1
G1467	G1186	1
G1467	G847	1
G540	G368	1
G540	G365	1
G540	G366	1
G540	G367	1
G540	G800	1
G540	G344	1
G540	G343	1
G540	G1427	1
G540	G1429	1
G540	G1428	1
G540	G1430	1
G540	G4	1
G540	G76	1
G540	G294	1
G1500	G368	1
G1500	G365	1
G1500	G366	1
G1500	G367	1
G1500	G1122	1
G1500	G800	1
G1500	G1495	1
G1500	G1496	1
G1500	G1498	1
G1500	G1497	1
G1500	G1501	1
G1500	G1494	1
G1500	G1499	1
G1500	G1502	1
G1500	G1222	1
G1500	G1220	1
G1500	G1287	1
G1500	G1223	1
G1500	G1221	1
G1500	G1283	1
G1500	G1178	1
G1122	G368	1
G1122	G365	1
G1122	G366	1
G1122	G367	1
G1122	G800	1
G1122	G1495	1
G1122	G1496	1
G1122	G1498	1
G1122	G1497	1
G1122	G1501	1
G1122	G1494	1
G1122	G1499	1
G1122	G1502	1
G1122	G1222	1
G1122	G1220	1
G1122	G1287	1
G1122	G1223	1
G1122	G1221	1
G1122	G1283	1
G1122	G1178	1
G1512	G1287	1
G1512	G1283	1
G1512	G1513	1
G1512	G1285	1
G756	G344	1
G756	G343	1
G644	G1122	1
G644	G338	1
G644	G336	1
G644	G340	1
G644	G353	1
G644	G569	1
G644	G568	1
G644	G1039	1
G644	G106	1
G644	G461	1
G644	G641	1
G644	G1125	1
G644	G1124	1
G644	G1123	1
G644	G119	1
G644	G1126	1
G644	G1121	1
G644	G155	1
G644	G156	1
G644	G1128	1
G644	G1127	1
G644	G71	1
G644	G70	1
G644	G69	1
G644	G73	1
G644	G72	1
G644	G234	1
G644	G235	1
G644	G223	1
G757	G282	1
G757	G644	1
G757	G759	1
G757	G569	1
G757	G568	1
G757	G761	1
G757	G766	1
G757	G764	1
G757	G760	1
G757	G765	1
G757	G762	1
G757	G763	1
G757	G758	1
G759	G644	1
G759	G569	1
G759	G568	1
G1039	G644	1
G1039	G569	1
G1039	G568	1
G1039	G106	1
G1039	G461	1
G1039	G641	1
G1039	G1125	1
G1039	G1124	1
G1039	G1123	1
G1039	G119	1
G1039	G1131	1
G1039	G1132	1
G1039	G1130	1
G106	G644	1
G106	G569	1
G106	G568	1
G106	G1039	1
G106	G461	1
G106	G641	1
G106	G1125	1
G106	G1124	1
G106	G1123	1
G106	G119	1
G106	G1131	1
G106	G1132	1
G106	G1126	1
G106	G1130	1
G106	G155	1
G106	G156	1
G106	G1134	1
G106	G1133	1
G106	G1138	1
G106	G1137	1
G106	G1136	1
G106	G1135	1
G106	G88	1
G1533	G106	1
G1533	G1125	1
G1533	G1124	1
G1533	G1123	1
G1533	G119	1
G1533	G1368	1
G1533	G600	1
G1533	G1366	1
G1533	G601	1
G1533	G627	1
G1533	G1367	1
G638	G1125	1
G638	G1124	1
G638	G1123	1
G638	G1132	1
G638	G1130	1
G638	G1121	1
G638	G4	1
G638	G1315	1
G638	G1314	1
G638	G1312	1
G638	G1323	1
G638	G1317	1
G638	G1313	1
G638	G1321	1
G638	G1318	1
G638	G1320	1
G638	G1316	1
G638	G1319	1
G638	G1322	1
G638	G1327	1
G638	G1328	1
G638	G1326	1
G638	G1325	1
G638	G80	1
G638	G551	1
G638	G639	1
G638	G3	1
G638	G2	1
G638	G174	1
G638	G1324	1
G297	G155	1
G297	G156	1
G1523	G638	1
G1523	G4	1
G1523	G1312	1
G1523	G1323	1
G1523	G1317	1
G1523	G1313	1
G1523	G1321	1
G1523	G1318	1
G1523	G1320	1
G1523	G1316	1
G1523	G1322	1
G1523	G1327	1
G1523	G1328	1
G1523	G1326	1
G1523	G1325	1
G1523	G80	1
G1523	G551	1
G1523	G639	1
G1523	G3	1
G1523	G2	1
G1523	G174	1
G1523	G1524	1
G1523	G1531	1
G1523	G1526	1
G1523	G1528	1
G1523	G1527	1
G1523	G1525	1
G1523	G1530	1
G1523	G1529	1
G1523	G1432	1
G1523	G1113	1
G1523	G666	1
G1523	G158	1
G1319	G638	1
G1319	G4	1
G1319	G1320	1
G1319	G1316	1
G1319	G1322	1
G1319	G1327	1
G1319	G1328	1
G1319	G1326	1
G1319	G1325	1
G1319	G80	1
G1319	G551	1
G1319	G639	1
G1319	G3	1
G1319	G2	1
G1319	G174	1
G1319	G1506	1
G1319	G1508	1
G1319	G1507	1
G639	G638	1
G639	G551	1
G1463	G1467	1
G1463	G1327	1
G1463	G1328	1
G1463	G1326	1
G1463	G1325	1
G1463	G3	1
G1463	G2	1
G1463	G76	1
G1463	G1469	1
G1463	G1475	1
G1463	G1470	1
G1463	G1464	1
G1463	G1474	1
G1463	G1465	1
G1463	G1468	1
G1463	G1471	1
G1463	G1466	1
G1463	G1473	1
G1463	G253	1
G1463	G1439	1
G1463	G1330	1
G1463	G1472	1
G1463	G1340	1
G1463	G1205	1
G1463	G1476	1
G1463	G529	1
G1463	G130	1
G1463	G129	1
G1463	G126	1
G1463	G125	1
G1463	G124	1
G1463	G128	1
G1463	G127	1
G1463	G631	1
G1	G4	1
G1	G3	1
G1	G2	1
G755	G3	1
G755	G2	1
G1522	G1523	1
G1522	G80	1
G1350	G3	1
G1350	G2	1
G1350	G1352	1
G1350	G1351	1
G1324	G546	1
G616	G337	1
G616	G1439	1
G616	G363	1
G616	G71	1
G616	G70	1
G616	G69	1
G616	G73	1
G616	G72	1
G616	G651	1
G616	G650	1
G616	G653	1
G616	G654	1
G616	G652	1
G616	G89	1
G616	G146	1
G616	G197	1
G616	G147	1
G1476	G186	1
G1476	G105	1
G666	G344	1
G666	G174	1
G666	G71	1
G666	G70	1
G666	G69	1
G666	G73	1
G666	G72	1
G666	G651	1
G666	G650	1
G666	G653	1
G666	G1113	1
G666	G654	1
G666	G652	1
G666	G88	1
G666	G1091	1
G666	G1098	1
G666	G1081	1
G666	G1087	1
G666	G1100	1
G666	G1102	1
G666	G1082	1
G666	G1086	1
G666	G1119	1
G666	G1107	1
G666	G1084	1
G666	G1105	1
G666	G1097	1
G666	G1085	1
G666	G1080	1
G666	G1088	1
