0.7308684333,0.7893794374,0.8266780292,0.8000263822,0.8277342136,0.3108202627,0.6226941221,0.414947802,0.3879901966,0.4758382167,0.4374683469,0.0503328969,0.0947108237,0.4134598299,0.6422886302,0.169239295,0.7935189774,0.7971271078,0.7995767003,0.056687627,0.7137586718,0.0373539278,0.7837631835,0.8289239884,0.4178307933,0.4153530495,0.7126898682,0.7722369633,0.562905385,0.7849826872,0.7302874162,0.6635480844,0.6522644889,0.4623593381,0.1200472865,0.4275270611,0.3194238689,0.5306649846,0.3743797936,0.4074930339,0.2057585143,0.4367206024,0.3908743389,0.4411026949,0.8112649094,0.052983463,0.4192556805,0.4208146507,0.4027821758,0.8059457514
0.0095893166,0.4670527504,0.800093687,0.8136897798,0.8113236395,0.3314511423,0.6540335241,0.390380999,0.4182906807,0.3647154762,0.428449117,0.0265613594,0.1220231716,0.3761587926,0.5656363999,0.1317958296,0.8174145302,0.8007105829,0.7504696673,0,0.8153536248,0.0070332655,0.7898150209,0.8164496365,0.514497307,0.3800038918,0.6901391059,0.7845743646,0.598781903,0.7855496656,0.7569480048,0.6465710011,0.7154044627,0.4770721848,0.1128916406,0.4055262155,0.2372359141,0.4485455634,0.393108068,0.4553154851,0.1445490172,0.4391957852,0.3640467575,0.4473839785,0.7043854025,0.0239064654,0.3502698469,0.3997740731,0.4355446658,0.8269278464
0.7953796228,0.0283576318,0.8260276675,0.7538871055,0.8121882064,0.4068084529,0.6542087076,0.3837684102,0.4268792241,0.3434449465,0.4405025334,0.0912874734,0.082403613,0.4234101903,0.6526707064,0.1550781123,0.7663148983,0.8436849204,0.8056313599,0.0107677825,0.9021215239,0.0411691851,0.7710750574,0.7891136537,0.4275642275,0.3884215215,0.5940112175,0.7752253404,0.5774433594,0.8122190095,0.8636327397,0.7063196844,0.6527779952,0.5503517917,0.1328524504,0.3742059401,0.2783494865,0.446990141,0.4307617942,0.4974557628,0.1785754051,0.4827428274,0.3611085928,0.4205830927,0.7534724991,0,0.3715829315,0.4136851058,0.4348812897,0.7978559298
0.8712431939,0.3990683803,0,0.792290613,0.8618443184,0.3103050975,0.747145609,0.3824863173,0.4578756712,0.3761513526,0.4694476309,0.0535511451,0.1849533529,0.3747219305,0.6977589791,0.1006352011,0.7988541704,0.8168662836,0.8049043703,0,0.7982388267,0.0240925203,0.7166984901,0.7444999976,0.5093911197,0.4109791264,0.7804921377,0.7691968419,0.5895242687,0.748566665,0.7026781109,0.6969601073,0.7001417096,0.4825901822,0.1282230914,0.4201338663,0.2175143096,0.5477087918,0.4211281856,0.4963122683,0.1217313497,0.4364722692,0.2814204279,0.4075663614,0.808935515,0.0130102222,0.4011093253,0.461023307,0.3727545516,0.8643117853
0.7338125503,0.4355099055,0.8464395812,0.0134531013,0.0904980489,0.0258716987,0.0377763479,0.0818954905,0.0784788695,0.0232186376,0.07376953,0.8200774187,0.7809902169,0.0446435655,0.0138719532,0.2013172493,0.8444281911,0.880887497,0.7952416117,0.0113435199,0.7503241415,0,0.8062705983,0.7832995551,0.4838836196,0.4383527642,0.7531688556,0.780393761,0.6421121985,0.7475520805,0.7927826924,0.7033398183,0.6535912656,0.4733425146,0.0877454326,0.3877159631,0.2893689197,0.4652377149,0.4127121083,0.4011534855,0.1842651933,0.4922023414,0.4075408792,0.512695168,0.7995408802,0,0.3051453638,0.363291998,0.418264957,0.730729997
0.8004763963,0.7613759948,0.8014944093,0.8595146584,0.0242596931,0.4085135904,0.7055660849,0.3583119081,0.4479442656,0.3707064573,0.4843279671,0.0767870697,0.1663169721,0.4606247172,0.6644937872,0.1224472565,0.7586695664,0.7802277037,0.8493048025,0.0103255232,0.8300406163,0.0195652904,0.8364057494,0.7636958925,0.417941083,0.4379755501,0.7257691375,0.7936211204,0.600593151,0.803707143,0.755651367,0.7448559677,0.6582793509,0.490403421,0.1592145046,0.3772183894,0.2221387074,0.5261562502,0.4338121968,0.331311865,0.2055698304,0.5722014342,0.4138373497,0.4257803291,0.774784114,0,0.3745321116,0.4305179036,0.3948928642,0.7470343848
0.8471741151,0.7687851428,0.7847745316,0.8672809822,0.780813051,0,0.6501766334,0.3973715113,0.44853762,0.392203505,0.4758229021,0.1698063683,0.1488771319,0.4119649783,0.6187848986,0.1305938363,0.7962637726,0.8964059723,0.7248069598,0,0.8199259483,0,0.8389968434,0.8034080887,0.4838422042,0.4788637383,0.6475259017,0.8576460629,0.6107366662,0.7725149455,0.7730707971,0.7240775424,0.6246978987,0.4987922824,0.1577649114,0.5214216933,0.1999480321,0.5242050917,0.4725580356,0.4247868115,0.2083688672,0.474216862,0.4130869969,0.3992807422,0.7964243745,0.0667828897,0.4495188922,0.3901060862,0.3956197013,0.8087364859
0.8407759276,0.7897406382,0.7263698477,0.8086818639,0.7898592564,0.3351987441,0,0.4272846124,0.4175341737,0.4592910528,0.3694305473,0.1101300642,0.0570436296,0.4237370041,0.6088290383,0.090067821,0.7728754665,0.7364419678,0.8667670548,0.0109646182,0.7538575633,0.0797933775,0.7737971836,0.7606013283,0.4672215713,0.4417186411,0.7265824117,0.7667763912,0.6119790615,0.769730106,0.8242194306,0.6755239271,0.698666579,0.4830033629,0.0749793673,0.4174365692,0.2581886652,0.5684563227,0.4310094772,0.4064709487,0.1390785408,0.4924194946,0.3702414725,0.4583780517,0.7920916634,0,0.3459716088,0.3729544365,0.3514570847,0.7517081538
0.8254745574,0.7359278248,0.7587671237,0.8424736771,0.7886351322,0.4285027133,0.6549950229,0,0.3971924972,0.3698366515,0.3992242581,0.0480728637,0.0788927529,0.4018666248,0.6634248224,0.178913045,0.7816886487,0.856851924,0.8489684873,0,0.7881145565,0.0007830962,0.8181528638,0.8493197762,0.3853569661,0.4441051586,0.7437755026,0.7957628225,0.6592508976,0.7994835036,0.8182023988,0.7070829675,0.7206496965,0.4771166132,0.1468425664,0.3584227738,0.3362598913,0.4619354115,0.4376031528,0.387669786,0.1735926541,0.5015053498,0.4140502169,0.3595615289,0.7168620585,0.0459383723,0.4298887365,0.3840777253,0.3118560358,0.8074324858
0.8193230916,0.8076526885,0.7898167771,0.7553097768,0.7709950103,0.4421756507,0.6432083661,0.4207042615,0,0.3121218918,0.4073729526,0.0350098017,0.0720554061,0.4116909947,0.6250925645,0.0760208404,0.794673042,0.8613462614,0.8237330536,0.0657055264,0.7811870303,0.0549192349,0.7986370736,0.8369940384,0.3807803842,0.4367772833,0.6768233851,0.795942959,0.5895568699,0.7798581708,0.7414948757,0.7106842828,0.6462136827,0.4385560501,0.0834546593,0.3822223829,0.2594274172,0.5424242174,0.4087531497,0.4708388667,0.2006697064,0.5191159934,0.3549520151,0.3941472094,0.7665281925,0.0461513562,0.4000276442,0.3521358637,0.4201941966,0.8607583304
0.8337766708,0.8128586549,0.7887140284,0.7967272361,0.7256449727,0.3853894842,0.6829546708,0.4034467631,0.3653485037,0,0.3848040427,0.1076850401,0.0460288571,0.3880002471,0.5936767231,0.1067018746,0.7746438156,0.8429793498,0.7555634141,0,0.7574045713,0.1062278699,0.7800351717,0.712165615,0.473689077,0.4175547274,0.7813711842,0.7917506432,0.5828995731,0.7901297062,0.7785789222,0.7143774472,0.6529585158,0.4962958476,0.0293983639,0.4063635244,0.2723793318,0.4904937834,0.4507997335,0.4181925531,0.1369393666,0.4284729784,0.3604456433,0.425982799,0.7713799867,0.0080392369,0.3782594631,0.4311108729,0.34238309,0.7620912389
0.7816425922,0.7401587231,0.841853805,0.7419410258,0.8650040432,0.3831432294,0.6392049093,0.4802062814,0.3606662596,0.403498121,0.0508589083,0.1282347416,0.1215102207,0.4907324673,0.6505942364,0.1352373465,0.8315876119,0.812209518,0.7508234424,0,0.8151639367,0,0.773564726,0.7836654224,0.4966573861,0.3963769168,0.6434391435,0.8197645308,0.6197951363,0.7906036128,0.6906900361,0.6788233288,0.637647806,0.5006871774,0.1199368316,0.4664748393,0.3304810536,0.5573414725,0.3588276608,0.422219432,0.2409263953,0.3905620125,0.4075662232,0.3968326516,0.8111591196,0,0.4193961527,0.4241661383,0.3708654079,0.7235760573
0.7973003211,0.7467342934,0.7063304902,0.7772232618,0.8016403163,0.3994411834,0.6403950764,0.4521880734,0.4177417266,0.3737803578,0.4148670018,0.0427325781,0.1084713225,0.2663010671,0.5730150227,0.1050164671,0.8257403512,0.7750031819,0.7064963595,0.0799863625,0.7589447665,0.0823698984,0.8303674865,0.8079391728,0.3775405956,0.4703167678,0.7210979205,0.7231511593,0.6019482086,0.7982750513,0.7394221017,0.6652547278,0.6966063236,0.5884454948,0.0938553762,0.5150357399,0.2793745464,0.529608505,0.3929884187,0.4203975648,0.1409225269,0.4267209745,0.3623590514,0.4247251403,0.8508593006,0.0898587375,0.3760179341,0.4775977331,0.3648928135,0.8300245088
0.7161327847,0.798838188,0.8131121348,0.7924509875,0.8054769613,0.4604543154,0.7112115907,0.336657846,0.3624414485,0.4118005664,0.4412298006,0.033614467,0.0376003364,0.3856480575,0.6352714048,0.1907175034,0.7994458431,0.8868197675,0.8357221604,0.0773939555,0.8077656306,0.0499683745,0.8017864427,0.7943529838,0.3947159259,0.3980653256,0.719328688,0.7755047394,0.5217204339,0.744364288,0.7148383714,0.6816754921,0.6858824686,0.4335614867,0.1793119375,0.4207125719,0.2188415075,0.5288684173,0.3552217917,0.4284774697,0.1611083288,0.486391511,0.3885571339,0.3995533242,0.8816739592,0,0.3707007906,0.3489780684,0.3887966376,0.7188668896
